pmid,title,abstract,include/exclude
27217761,Effect of ketamine combined with butorphanol on emergence agitation of postoperative patients with gastric cancer.,"BACKGROUND: This study aimed to investigate the effect of ketamine combined with butorphanol on emergence agitation (EA) in postoperative gastric cancer patients. MATERIALS AND METHODS: A total of 150 patients with gastric cancer were included and divided into group B (1 mg butorphanol before anesthesia induction, n=50), group K (1 mg/kg ketamine, n=50), and group C (1 mg butorphanol combined with 1 mg/kg ketamine, n=50). Mean arterial pressure (MAP) and heart rate (HR) at the end of operation, just before extubation (T0) and at 0 minute (T1), 5 minutes (T2), and 30 minutes (T3) after extubation were compared. Statistical analysis of recovery time, extubation time, time in postanesthesia care unit, and EA incidence and adverse reactions were performed. RESULTS: There were no differences among groups with respect to MAP and HR at T0 and T1 (P>0.05). Compared with patients in group C, significant reduction of MAP and HR were observed in groups K and B at T2 and T3 (P<0.05), while no differences were found between group K and group B (P>0.05). Recovery time, extubation time, time in postanesthesia care unit, and incidence of EA in group C were significantly less than those in groups K and B (P<0.05), but no differences were observed between group K and group B (P>0.05). Total incidence of adverse reactions were significantly increased in group K compared to those in groups C and B (P<0.05). CONCLUSION: Injection of ketamine combined with butorphanol before anesthesia induction was more effective than injection of ketamine or butorphanol separately in the prevention of EA.",exclude
10870071,Oral administration of cefixime to lower risk febrile neutropenic children with cancer.,"BACKGROUND: Febrile neutropenia is a heterogeneous condition. Recently, several risk factors have been defined, permitting the definition of a lower risk group of patients who may benefit form less aggressive therapy. The use of an oral antibiotic approach was tested in the current trial. METHODS: From May 1997 to March 1998, 154 episodes of lower risk febrile neutropenia in 128 children with a mean age of 62 (range, 8-200) months were enrolled in this randomized, single-institution trial. Inclusion criteria were fever (> 38 degrees C), neutropenia (absolute neutrophil count < 500/mm(3)), lower risk features (i.e., absence of severe comorbidity factors, good clinical condition, negative blood cultures, control of local infection, no fever during the last 24 hours), and compliance of parents. After 3 days of ceftriaxone (100 mg/kg/day administered intravenously [i.v.]) every 12 hours plus amikacin (15 mg/kg/day i.v.) every 24 hours for 3 days, all patients were discharged and randomized to be allocated to 2 treatment arms. Group A (n = 74) received ceftriaxone cefixime (8 mg/kg/day administered orally) every 24 hours for 4 days, whereas Group B (n = 80) was treated with ceftriaxone plus amikacin for 7 days. Failure was defined as the need for second hospitalization during the same episode of neutropenia, or fever during the 7 days after discharge. RESULTS: Most of the patients (49% in Group A and 55% in Group B) had acute leukemia. Fifty-four (72%) children in Group A and 46 (56%) in Group B had fever of unknown origin (P = not significant [NS]). No significant differences were found in the sites of initial infection between the two groups. Overall results were outstanding, with a favorable outcome in 73 of 78 cases (98.6%) in Group A and 78 of 80 cases (97.5%) in Group B (P = NS). Three patients needed a second hospitalization due to failure of the initial therapy: one in Group A and two in Group B. All three did well with secondary treatment. CONCLUSIONS: In lower risk febrile neutropenic children receiving anticancer therapy, the efficacy of oral cefixime, given for 4 days after 72 hours of intravenous ceftriaxone plus amikacin, was similar to that of 7 days of parenteral ceftriaxone plus amikacin. The oral outpatient therapy approach to the treatment of lower risk febrile neutropenia after chemotherapy is safe and may be cost-saving. This strategy might be adopted as standard therapy in the future.",exclude
17225113,Early hospital discharge with oral antimicrobial therapy in patients with hematologic malignancies and low-risk febrile neutropenia.,"Although consensus exists relating criteria for the identification of low-risk patients with febrile neutropenia, no clear indication on how to manage these patients has been so far provided particularly in outpatients affected by hematologic malignancies. The feasibility and safety of early discharge was prospectively evaluated in 100 outpatients with hematologic malignancies and febrile neutropenia. A strategy considering the risk-index of the Multinational Association of Supportive Care in Cancer (MASCC) was applied. High-risk patients were entirely managed at hospital. Low-risk patients were early discharged if they were afebrile since 48 h and not on supportive therapy requiring hospitalization. Out of 90 low-risk episodes, in 69 instances (76.7%), patients were discharged after a median of 4 days and continued home therapy with oral cefixime (78%) or other antibiotics. Only five outpatients (7.2%) had fever recurrence. Twenty-one low-risk patients were not early discharged due to worsening conditions (three deaths), need of multiple daily dose therapy, or discharge refuse. No clinical characteristic was able to predict the eligibility for early discharge. The MASCC risk-index is a useful aid in the identification of high-risk febrile neutropenia needing whole in-hospital treatment. As for low-risk patients, hospitalization at least in the first days of fever is required. Cefixime could be included among the oral antibacterial drugs to be used in the outpatient treatment of adult patients with febrile neutropenia.",exclude
26671516,"The clinical management of abdominal ascites, spontaneous bacterial peritonitis and hepatorenal syndrome: a review of current guidelines and recommendations.","Several pathogenic processes have been implicated in the development of abdominal ascites. Portal hypertension, most usually in the context of liver cirrhosis, can explain about 75% of the cases, whereas infective, inflammatory and infiltrative aetiologies can account for the rest. In this article, we discuss the consensus best practice as published by three professional bodies for the management of ascites, spontaneous bacterial peritonitis (SBP) and hepatorenal syndrome (HRS). The aim of this study was to compare available clinical guidelines and identify areas of agreement and conflict. We carried out a review of the guidance documentation published by three expert bodies including the British Society of Gastroenterology, the European Association for the Study of the Liver (EASL) and the American Association for the Study of Liver Diseases (AASLD), as well as a wider literature search for ascites, SBP and HRS. Abdominal ultrasonography, diagnostic paracentesis and ascitic fluid cultures are recommended by all three guidelines, especially when there is strong clinical suspicion for infection. EASL and AASLD advocate the use of ascitic amylase and mycobacterial cultures/PCR when there is strong suspicion for tuberculosis and pancreatitis, respectively. Ascitic cytology can be useful when cancer is suspected and has a good diagnostic yield if performed correctly. EASL supports the use of urinary electrolytes for all patients; however, the British Society of Gastroenterology and AASLD only recommend their use for therapy monitoring. All three societies recommend cefotaxime as the antibiotic of choice for SBP and large-volume paracentesis for the management of ascites greater than 5 l in volume. For HRS, cautious diuresis, volume expansion with albumin and the use of vasoactive drugs are recommended. There appears to be good concordance between recommendations by the European, American and British guidelines for the management of ascites and the possible complications arising from it.",exclude
28027282,Role of Rifampin in Reducing Inflammation and Neuronal Damage in Childhood Bacterial Meningitis: A Pilot Randomized Controlled Trial.,"BACKGROUND: Treatment of acute bacterial meningitis in children with bactericidal antibiotics causes cell wall lysis and a surge in inflammatory cascade, which in turn contributes to neuronal damage and morbidity. Pretreatment with a nonbacteriolytic antibiotic, such as rifampin, has been shown to attenuate the inflammatory response in experimental models of bacterial meningitis. In a pilot study, in children with bacterial meningitis, we have studied markers of inflammatory response and neuronal damage in 2 groups of children with bacterial meningitis; one group received rifampin pretreatment with ceftriaxone and the other group received ceftriaxone alone. PATIENTS AND METHODS: Forty children with bacterial meningitis, who were 3 months to 12 years of age, were randomly assigned to receive either a single dose rifampin (20 mg/kg) 30 minutes before ceftriaxone or ceftriaxone alone was given. The primary outcome variables were cerebrospinal fluid (CSF) concentrations of tumor necrosis factor alpha (TNFα), S100B and neuron-specific enolase on day 1 and day 5, and secondary outcome variables were the values of TNFα and interleukin 6 in serum on day 1 and day 5; hearing and neurologic sequelae at 3 months after recovery from the illness. RESULTS: Children in rifampin pretreatment group had significantly lower CSF TNFα concentrations [median (interquartile range [IQR]): 15.5 (7.2-22.0) vs. 53.0 (9.0-87.5) pg/mL, P = 0.019] and S100B [median (IQR): 145.0 (54.7-450.0) vs. 447.5 (221.0-804.6) pg/mL, P = 0.033] on day 1 and S100B [median (IQR): 109.7 (64.0-287.0) vs. 322 (106.7-578.0) pg/mL, P = 0.048] and neuron-specific enolase [median (IQR): 8.6 (5-14.75) vs. 18.2 (7.0-28.75) ng/mL, P = 0.035] on day 5 when compared with ceftriaxone alone group. The rifampin-treated group also had reduced morbidity and neurologic sequelae; however, these were not statistically significant. CONCLUSIONS: Pretreatment with single dose rifampin 30 minutes before ceftriaxone administration reduced the CSF concentrations of markers of inflammation and neuronal damage in children with bacterial meningitis.",exclude
17379432,Cevimeline for the treatment of postirradiation xerostomia in patients with head and neck cancer.,"PURPOSE: To study the efficacy and safety of cevimeline in two double-blind trials (Studies 003 and 004) enrolling patients with head and neck cancer in whom xerostomia developed after radiotherapy. METHODS AND MATERIALS: Subjects were randomly assigned to receive cevimeline, 30 mg three times daily, or placebo for 12 weeks, with the possibility of dose escalation to 45 mg three times daily at 6 weeks. The primary efficacy endpoint was the patient's final global evaluation of oral dryness; change in unstimulated salivary flow was a secondary endpoint. RESULTS: Five hundred seventy subjects (284 in Study 003 and 286 in Study 004) were randomized. Significantly more cevimeline-treated subjects than placebo recipients (47.4% vs. 33.3%, p = 0.0162) in Study 003 reported improvement in dry mouth in the final global evaluation of oral dryness. No significant difference between groups in the final global evaluation was seen in Study 004, in which a high placebo response rate of 47.6% was observed. In both studies, cevimeline-treated subjects had significantly greater increases in the objective measure of unstimulated salivary flow than placebo recipients (p = 0.0093 [Study 003] and p = 0.0215 [Study 004]), whereas no significant differences in stimulated salivary flow were observed. The most frequent adverse event was increased sweating. CONCLUSION: Cevimeline was well tolerated by patients with xerostomia after radiotherapy for head and neck cancer, and oral administration of 30-45 mg of cevimeline three times daily increased unstimulated salivary flow.",exclude
29671041,Oropharyngeal and nasopharyngeal decontamination with chlorhexidine gluconate in lung cancer surgery: a randomized clinical trial.,"PURPOSE: Respiratory complications are the leading causes of morbidity and mortality after lung cancer surgery. We hypothesized that oropharyngeal and nasopharyngeal decontamination with chlorhexidine gluconate (CHG) would be an effective method to reduce these complications as reported in cardiac surgery. METHODS: In this multicenter parallel-group randomized double-blind placebo-controlled trial, we enrolled consecutive adults scheduled for anatomical pulmonary resection for lung cancer. Perioperative decontamination consisted in oropharyngeal rinse solution (0.12% CHG) and nasopharyngeal soap (4% CHG) or a placebo. The primary outcome measure was the proportion of patients requiring postoperative invasive and/or noninvasive mechanical ventilation (MV). Secondary outcome measures included occurrence of respiratory and non-respiratory healthcare-associated infections (HAIs) and outcomes within 90 days. RESULTS: Between July 2012 and April 2015, 474 patients were randomized. Of them, 24 had their surgical procedure cancelled or withdrew consent. The remaining 450 patients were included in a modified intention-to-treat analysis: 226 were allocated to CHG and 224 to the placebo. Proportions of patients requiring postoperative MV were not significantly different [CHG 14.2%; placebo 15.2%; relative risks (RRs) 0.93; 95% confidence interval (CI) 0.59-1.45; P = 0.76]. Neither of the proportions of patients with respiratory HAIs were different (CHG 13.7%; placebo 12.9%; RRs 1.06; 95% CI 0.66-1.69; P = 0.81). The CHG group had significantly decreased incidence of bacteremia, surgical-site infection and overall Staphylococcus aureus infections. However, there were no significant between-group differences for hospital stay length, change in tracheal microbiota, postoperative antibiotic utilization and outcomes by day 90. CONCLUSIONS: CHG decontamination decreased neither MV requirements nor respiratory infections after lung cancer surgery. Additionally, CHG did not change tracheal microbiota or postoperative antibiotic utilization. TRIAL REGISTRATION: This study is registered on ClinicalTrials.gov, number NCT01613365.",exclude
12231542,Mebendazole elicits a potent antitumor effect on human cancer cell lines both in vitro and in vivo.,"We have found that mebendazole (MZ), a derivative of benzimidazole, induces a dose- and time-dependent apoptotic response in human lung cancer cell lines. In this study, MZ arrested cells at the G(2)-M phase before the onset of apoptosis, as detected by using fluorescence-activated cell sorter analysis. MZ treatment also resulted in mitochondrial cytochrome c release, followed by apoptotic cell death. Additionally, MZ appeared to be a potent inhibitor of tumor cell growth with little toxicity to normal WI38 and human umbilical vein endothelial cells. When administered p.o. to nu/nu mice, MZ strongly inhibited the growth of human tumor xenografts and significantly reduced the number and size of tumors in an experimental model of lung metastasis. In assessing angiogenesis, we found significantly reduced vessel densities in MZ-treated mice compared with those in control mice. These results suggest that MZ is effective in the treatment of cancer and other angiogenesis-dependent diseases.",include
14871995,Phenylbutyrate and phenylacetate induce differentiation and inhibit proliferation of human medulloblastoma cells.,"PURPOSE: Phenylbutyrate (PB) and phenylacetate (PA) have antiproliferative and differentiation-inducing effects in malignant tumors, and had been evaluated in Phase I/II clinical trials. This study was undertaken to evaluate their antitumor activities in medulloblastomas. EXPERIMENTAL DESIGN: The biological effects of PB and PA, ranging from 0.1 mM to 3 mM, on two medulloblastoma cell lines (DAOY and D283-MED) were examined using various long-term in vitro and in vivo assays for morphology, proliferation, differentiation, anchorage-independent growth, apoptosis, and tumorigenicity. RESULTS: PB and PA can both induce morphological changes and suppress proliferation in a time- and dose-dependent manner. These effects were more pronounced with PB and became irreversible in D283-MED cells after continuous exposure to 3 mM PB for 28 days. Both PB and PA were able to increase expression of glial marker glial fibriliary acidic protein and neuronal marker synaptophysin in two cell lines. For anchorage-independent growth, PB showed a more significant suppression than PA in D283-MED cells. PB caused more pronounced cell cycle arrest and remarkably reduced tumorigenicity in D283-MED cells than in DAOY cells. Apoptosis was readily induced in D283-MED cells with either low dose of PB or short-term treatment. In contrast, much higher concentrations of PB or longer treatment were required to achieve similar effect with DAOY cells. PB induced increased histones H3 acetylation in both cell lines, but histone H4 acetylation was only observed in D283-MED cells. CONCLUSIONS: PB, through induction of hyperacetylation of histone H3 and H4, is a much more potent antitumor agent than PA. 283-MED cells are more responsive to PB than DAOY cells, which may be dependent on their original state of differentiation as well as the changes of histone H4 acetylation status.",include
21374736,Chemoprevention of lung carcinogenesis by the combination of aerosolized budesonide and oral pioglitazone in A/J mice.,"Budesonide, a synthetic glucocorticoid used for treating asthma, and pioglitazone, a synthetic peroxisome proliferator-activated receptors γ ligand used for the treatment of diabetes, were evaluated for their combinational chemopreventive efficacy on mouse lung cancer using female A/J mice with benzo(a)pyrene used as the carcinogen. All chemopreventive treatments began 2-wk post-carcinogen treatment and continued daily for 20 wk. Budesonide was administered by the aerosol route using an improved aerosol delivery system. Pioglitazone was introduced by oral gavage. The characterization of drug distribution showed that budesonide introduced by aerosol delivery accumulated only in the lung. Budesonide alone reduced tumor load by 78% and pioglitazone alone reduced tumor load by 63%. By combining aerosolized budesonide with pioglitazone, the inhibition on tumor load was 90%. In vitro experiments using human cancer cells showed that budesonide and pioglitazone exhibited independent, additive inhibitory effects on cell growth. Our results provide evidence that aerosolized budesonide and oral pioglitazone could be a promising drug combination for lung cancer chemoprevention.",include
25446664,Metformin inhibits ovarian cancer growth and increases sensitivity to paclitaxel in mouse models.,"OBJECTIVE: There is increasing preclinical evidence indicating that metformin, a medication commonly used for type 2 diabetes mellitus, may protect against cancer. Motivated by this emerging evidence we asked 2 questions: (1) can metformin prevent ovarian cancer growth by altering metabolism and (2) will metformin increase sensitivity to chemotherapy. STUDY DESIGN: The effect of metformin in ovarian cancer was tested in vitro and with 2 different mouse models. In vitro, cell lines (n = 6) were treated with metformin (10-40 mmol/L) or phosphate-buffered saline solution and cellular proliferation and metabolic alterations (adenosine monophosphate-activated protein kinase activity, glycolysis, and lipid synthesis) were compared between the 2 groups. In mouse models, a prevention study was performed by treating mice with metformin (250 mg/kg/d intraperitoneally) or placebo for 2 weeks followed by intraperitoneal injection of the SKOV3ip1 human ovarian cancer cell line, and the mean number of tumor implants in each treatment group was compared. In a treatment study, the LSL-K-ras(G12D/+)/PTEN(floxP/floxP) genetic mouse model of ovarian cancer was used. Mice were treated with placebo, paclitaxel (3 mg/kg/wk intraperitoneally for 7 weeks), metformin (100 mg/kg/d in water for 7 weeks), or paclitaxel plus metformin, and tumor volume was compared among treatment groups. RESULTS: In vitro, metformin decreased proliferation of ovarian cancer cell lines and induced cell cycle arrest, but not apoptosis. Further analysis showed that metformin altered several aspects of metabolism including adenosine monophosphate-activated protein kinase activity, glycolysis, and lipid synthesis. In the prevention mouse model, mice that were pretreated with metformin had 60% fewer tumor implants compared with controls (P < .005). In the treatment study, mice that were treated with paclitaxel plus metformin had a 60% reduction in tumor weight compared with controls (P = .02), which is a level of tumor reduction greater than that resulting from either paclitaxel or metformin alone. CONCLUSION: Based on these results, we conclude that metformin alters metabolism in ovarian cancer cells, prevents tumor growth, and increases sensitivity to chemotherapy in vitro and in mouse models. These preclinical findings suggest that metformin warrants further investigation for use as an ovarian cancer therapeutic.",include
28239823,Inhibitory effect and mechanism of metformin on human ovarian cancer cells SKOV-3 and A2780.,"OBJECTIVE: Ovarian cancer is the most common malignant tumor in female reproductive system. Metformin is an orally taken hypoglycemic agent, which is extensively applied in the clinic. Clinical trials find that there may be a certain degree of action of the metformin in inhibiting malignant tumors. This paper aims to investigate the inhibitory effect and mechanism of metformin on human ovarian cancer cells. MATERIALS AND METHODS: Through in vitro cell experiment, the influences of metformin on the proliferation, colony formation and apoptosis of ovarian carcinoma cells were studied. Ovarian cancer cells SKOV-3 and A2780 in logarithmic growth phase were selected and cell proliferation was measured by MTT method. The metformin was processed for 48 h to calculate the survival rate of cells. Also, metformin was processed for 24 h and two weeks or stained with crystal violet, after which Quantity One (Bio-Rad, Hercules, CA, USA) method was used to quantitatively analyze the cell clone formation, meanwhile, the FCM (flow cytometry) was used for the detection and analysis. RESULTS: Intervened by metformin with different concentrations for 48 h, the cell viabilities of SKOV-3 and A2780 cells were respectively reduced by 19.49 ± 2.92%, 45.41 ± 7.95%, 53.84 ± 5.53%, 64.04 ± 4.36% and 11.45 ± 3.12%, 35.42 ± 7.55%, 43.77 ± 5.77%, 53.05 ± 5.55% as compared with that in the control group with statistical significances. After processed by metformin with different concentrations for two weeks, the cells clone numbers of SKOV-3 and A2780 were significantly reduced. Treatment of metformin on SKOV-3 and A2780 cells of human ovarian cancer showed significant apoptosis. CONCLUSIONS: The metformin has the inhibitory effect on the cells of human ovarian cancer, which may be through inducing ovarian cancer cell apoptosis.",include
23490148,"A novel metformin derivative, HL010183, inhibits proliferation and invasion of triple-negative breast cancer cells.","Mounting evidence suggests that metformin (N,N-dimethylbiguanide), a widely prescribed drug for the treatment of type II diabetes, exerts an anti-tumor effect on several cancers including breast cancer. Breast cancer has been estimated as one of the most commonly diagnosed types of cancer among women. In particular, triple-negative breast cancers are associated with poor prognosis and metastatic growth. In the present study, we synthesized a novel metformin derivative 5 (HL010183) and metformin salts, 9a, 9b, and 9c (metformin gamma-aminobutyric acid (GABA) salt, metformin pregabalin salt and metformin gabapentin salt), which exerted more potent inhibitory effects on the proliferation and invasiveness of Hs578T triple-negative breast carcinoma cells than metformin. Importantly, 5 showed approximately 100-fold more potent effects compared to metformin. In a triple-negative breast cancer xenograft model, 5 showed a comparable degree of inhibitory effect on in vivo tumor growth at the 100mg/kg dose to that of metformin at 500 mg/kg. Our results clearly demonstrate that 5 exerts a potent anti-tumor effect both in vitro and in vivo, paving the way for a strategy for treatment of triple-negative breast cancer.",include
12376516,Aspirin use in relation to risk of prostate cancer.,"Experimental studies have shown inhibitory effects of nonsteroidal anti-inflammatory drugs on prostate cancer cell proliferation and reduction of prostate cancer metastasis, suggesting their possible preventive role for prostate cancer. We examined the association between regular aspirin use and the risk of prostate cancer among participants in the Health Professionals Follow-up Study, a prospective cohort of 47,882 United States men who were 40-75 years of age and without a history of prostate cancer in 1986. Biennial self-administered questionnaires were used to assess regular aspirin use from 1986 to 1996. We confirmed and staged incident cases of prostate cancer according to medical records and pathology reports. During 518,072 person-years of follow-up, 2,479 new cases of prostate cancer were ascertained. Of these, 608 were diagnosed as advanced (extraprostatic) prostate cancer and 258 as metastatic prostate cancer. We found no association between aspirin use and total prostate cancer. After accounting for prostate-specific antigen examinations and other potentially confounding variables, the relative risk of total prostate cancer for aspirin users compared with nonusers was 1.05 (95% confidence interval, 0.96-1.14). For metastatic prostate cancer, we observed a suggestive decrease in risk among men reporting greater frequency of aspirin use. The multivariate relative risk of metastatic prostate cancer among men using aspirin 22 or more days/month was 0.73 (95% confidence interval, 0.39-1.38) compared with nonusers. We noted no evidence of a linear dose-response relationship (P for trend = 0.40). The results from this cohort indicate that regular aspirin use is not likely to prevent the incidence of total prostate cancer, but we cannot exclude a possible benefit of frequent aspirin use on risk of developing metastatic prostate cancer.",exclude
25854386,Aloe vera inhibits proliferation of human breast and cervical cancer cells and acts synergistically with cisplatin.,"Many of the anti-cancer agents currently used have an origin in natural sources including plants. Aloe vera is one such plant being studied extensively for its diverse health benefits, including cancer prevention. In this study, the cytotoxic potential of Aloe vera crude extract (ACE) alone or in combination with cisplatin in human breast (MCF-7) and cervical (HeLa) cancer cells was studied by cell viability assay, nuclear morphological examination and cell cycle analysis. Effects were correlated with modulation of expression of genes involved in cell cycle regulation, apoptosis and drug metabolism by RT-PCR. Exposure of cells to ACE resulted in considerable loss of cell viability in a dose- and time-dependent fashion, which was found to be mediated by through the apoptotic pathway as evidenced by changes in the nuclear morphology and the distribution of cells in the different phases of the cell cycle. Interestingly, ACE did not have any significant cytotoxicity towards normal cells, thus placing it in the category of safe chemopreventive agent. Further, the effects were correlated with the downregulation of cyclin D1, CYP 1A1, CYP 1A2 and increased expression of bax and p21 in MCF-7 and HeLa cells. In addition, low dose combination of ACE and cisplatin showed a combination index less than 1, indicating synergistic growth inhibition compared to the agents applied individually. In conclusion, these results signify that Aloe vera may be an effective anti-neoplastic agent to inhibit cancer cell growth and increase the therapeutic efficacy of conventional drugs like cispolatin. Thus promoting the development of plant-derived therapeutic agents appears warranted for novel cancer treatment strategies. ",include
24090798,"Topical combination of diclofenac, calcipotriol, and difluoromethylornithine has beneficial effects comparable to 5-fluorouracil for the treatment of non-melanoma skin cancer in mice.","Non-melanoma skin cancer (NMSC) is the most common form of skin cancer. Owing to the significant adverse effects of existing treatments, alternatives are needed. The aim of this study was to evaluate the use of topically administered combination therapy and 5-flurouracil (5-FU) for the treatment of UVB induced NMSC in a mouse model. Ninety-six SKH-1 mice were randomized to one placebo group and two treatment groups (diclofenac+calcitriol+difluoromethylornithine (DFMO) and 5-FU). After UVB radiation for 20 weeks, the mice with tumours were treated topically for the following 17 weeks. Both treatments significantly reduced the number of tumours, number of mice with tumours as well as tumour area size compared with placebo. As the clinical use of 5-FU may induce more adverse effects, a combination of diclofenac+calcitriol+DFMO could be a promising alternative. Human studies are warranted to determine the beneficial effects and possible adverse effects of this new treatment. ",include
16166455,Celecoxib and curcumin synergistically inhibit the growth of colorectal cancer cells.,"PURPOSE: Multiple studies have indicated that cyclooxygenase-2 (COX-2) inhibitors may prevent colon cancer, which is one of the leading causes of cancer death in the western world. Recent studies, however, showed that their long-term use may be limited due to cardiovascular toxicity. This study aims to investigate whether curcumin potentiates the growth inhibitory effect of celecoxib, a specific COX-2 inhibitor, in human colon cancer cells. EXPERIMENTAL DESIGN: HT-29 and IEC-18-K-ras (expressing high levels of COX-2), Caco-2 (expressing low level of COX-2), and SW-480 (no expression of COX-2) cell lines were exposed to different concentrations of celecoxib (0-50 micromol/L), curcumin (0-20 micromol/L), and their combination. COX-2 activity was assessed by measuring prostaglandin E(2) production by enzyme-linked immunoassay. COX-2 mRNA levels were assessed by reverse transcription-PCR. RESULTS: Exposure to curcumin (10-15 micromol/L) and physiologic doses of celecoxib (5 micromol/L) resulted in a synergistic inhibitory effect on cell growth. Growth inhibition was associated with inhibition of proliferation and induction of apoptosis. Curcumin augmented celecoxib inhibition of prostaglandin E(2) synthesis. The drugs synergistically down-regulated COX-2 mRNA expression. Western blot analysis showed that the level of COX-1 was not altered by treatment with celecoxib, curcumin, or their combination. CONCLUSIONS: Curcumin potentiates the growth inhibitory effect of celecoxib by shifting the dose-response curve to the left. The synergistic growth inhibitory effect was mediated through a mechanism that probably involves inhibition of the COX-2 pathway and may involve other non-COX-2 pathways. This synergistic effect is clinically important because it can be achieved in the serum of patients receiving standard anti-inflammatory or antineoplastic dosages of celecoxib.",include
19723114,Celecoxib potentiates the anticancer effect of cisplatin on vulvar cancer cells independently of cyclooxygenase.,"Cyclooxygenase-2 (COX-2) has been found to be associated with the development and progression of various cancers. Our previous study showed a high expression rate of COX-2 in paraffin-embedded tissue specimens from patients with vulvar cancer. In this study, we evaluated the efficacy of celecoxib, a selective COX-2 inhibitor, as a chemosensitizing agent with cisplatin in vulvar cancer cells A431 and SW962. COX-2 was expressed in both A431 and SW962 vulvar cancer cell lines. COX-1 was expressed in A431 but not in SW962. MTT [3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide] assay showed that treatment with 30 micromol/L celecoxib had no effect on cell growth in A431 cells for 72 h. However, combined treatment with celecoxib and cisplatin induced a significant reduction in cell growth compared to single treatment with cisplatin. Interestingly, single treatment with celecoxib or cisplatin and combined treatment of 10 micromol/L celecoxib with 10 micromol/L cisplatin increased COX-2 expression. However, the combination of 30 micromol/L celecoxib and 30 micromol/L cisplatin reduced COX-2 expression to the control state. Inhibition of cell growth by celecoxib alone and in combination with cisplatin was independent of the expression level of COX-2 induced by these agents. While treatment with 10 micromol/L celecoxib or 10 micromol/L piroxicam significantly suppressed the activity of COX enzymes, neither agent affected the growth of A431 and SW962 cells at this concentration. Taken together, celecoxib could be used as a chemosensitizing agent in vulva cancer cells; the anticancer activity of celecoxib seemed to be independent of COX.",include
15816542,Growth inhibitory effect of celecoxib and rofecoxib on human colorectal carcinoma cell lines.,"BACKGROUND: Epidemiological studies have revealed a protective effect of NSAIDs, which principally target cyclooxygenase (COX)-1 and COX-2, on the development of colorectal cancer. Increased expression of COX-2 was shown in colorectal adenocarcinoma. However, some effects were shown to be COX-independent. Here, we compared two selective COX-2 inhibitors for their effect on the growth of colorectal tumour cells in vitro. MATERIALS AND METHODS: Fifteen tumour cell lines were characterized for COX-1 and COX-2 expression by Western blot and RT-PCR. The effect of celecoxib and rofecoxib on their growth was assessed by staining of DNA with crystal violet. RESULTS: COX-2 expression varied among cell lines, whereas COX-1 was always expressed. Rofecoxib displayed a limited dose-related effect on cell proliferation, whereas celecoxib strongly inhibited cell growth at high concentrations. Both effects appeared COX-2-independent. CONCLUSION: Rofecoxib, which is devoid of apoptotic effect at high concentration but efficient at pharmacological concentrations, revealed a potential new mechanism of action of NSAIDs towards colorectal cancer.",include
28329421,Naproxen Inhibits UVB-induced Basal Cell and Squamous Cell Carcinoma Development in Ptch1<sup>+/-</sup> /SKH-1 Hairless Mice.,"Naproxen possesses anti-proliferative and pro-apoptotic effects besides its known anti-inflammatory functions. Here, we demonstrate the anticancer effects of naproxen against UVB-induced basal cell carcinoma (BCCs) and squamous cell carcinoma (SCCs) in a highly susceptible murine model of UVB carcinogenesis. Naproxen significantly inhibited UVB-induced BCCs and SCCs in this model. Tumor number and volume were significantly decreased (P < 0.005 and P < 0.05, respectively). Inhibition in UVB-induced SCCs and BCCs was 77% and 86%, respectively, which was associated with reduced PCNA and cyclin D1 and increased apoptosis. As expected, inflammation-related iNOS, COX-2 and nuclear NFκBp65 were also diminished by naproxen treatment. Residual tumors excised from naproxen-treated animal were less invasive and showed reduced expression of epithelial-mesenchymal transition (EMT) markers N-cadherin, Vimentin, Snail and Twist with increased expression of E-cadherin. In BCC and SCC cells, naproxen-induced apoptosis and activated unfolded protein response (UPR) signaling with increased expression of ATF4, p-eIF2α and CHOP. Employing iRNA-based approaches, we found that naproxen-induced apoptosis was regulated by CHOP as sensitivity of these cutaneous neoplastic cells for apoptosis was significantly diminished by ablating CHOP. In summary, these data show that naproxen is a potent inhibitor of UVB-induced skin carcinogenesis. ER stress pathway protein CHOP may play an important role in inducing apoptosis in cancer cells.",include
